wl,f198,f207,f464,f465,f441,f442,f423,f420,f413,f406,f397,f395,f394,f393,f384,f367,f366,f354,f347,f342,f334,f328,f330,f305,f240,f212,f252,f274,f299,f284,m32m,m214,m203,m187,m175,m112,m78m,m452,m455,m440,m425,m412,m411,m409,m407,m404,m359,m357,m326,m320,m315,m308,m304,m265,m262,m250,m232,m231,m223,m215
191.58,47.302,30.415,62.062,22.35,53.296,9.88,2.594,-2.874,-25.663,58.287,-0.566,54.185,81.748,37.403,54.267,73.591,40.783,63.256,10.407,-7.37,16.555,3.259,18.507,37.031,41.48,12.668,52.879,15.558,72.211,48.833,18.676,17.701,108.62,25.596,48.319,37.515,52.84,50.028,97.076,-1.116,63.87,58.971,-27.195,29.528,42.808,11.819,24.025,-6.803,23.728,62.532,60.573,41.778,-7.36,-25.197,-28.462,4.468,49.365,70.918,129.133,142.832
191.79,47.343,28.914,64.899,23.584,48.318,2.619,1.717,1.539,-12.78,59.384,-7.465,52.745,81.331,32.176,52.623,77.261,52.92,63.493,8.449,-10.953,18.216,5.26,17.59,39.325,52.775,4.898,42.813,4.305,62.79,57.143,15.506,18.8,107.911,20.597,43.331,41.54,64.399,41.821,90.652,1.446,71.844,58.24,-35.678,24.861,44.792,16.093,23.71,-8.667,26.944,59.839,59.866,50.352,-3.828,-24.81,-22.364,3.286,51.026,74.983,125.851,138.87
192.01,41.344,32.999,62.374,28.421,48.621,4.314,1.935,-7.2,-15.892,62.682,-6.417,52.822,78.824,29.292,48.355,76.116,54.971,65.392,1.515,-10.115,14.89,6.507,18.42,38.904,62.853,11.151,40.229,1.98,65.765,51.272,20.936,27.722,109.54,18.571,36.746,40.826,63.618,35.614,85.438,13.63,62.358,56.418,-28.374,25.864,45.761,25.826,20.081,-6.695,31.049,58.405,53.622,52.749,-5.864,-16.617,-16.658,-6.076,51.679,85.15,129.296,142.203
192.22,39.206,34.709,67.053,33.473,47.979,0.354,-4.711,-7.634,-10.662,71.07,-1.332,52.991,77.249,30.553,47.439,74.959,57.511,59.954,3.43,-12.085,9.054,5.899,23.012,36.747,52.791,15.251,44.771,-0.362,69.782,45.792,24.626,29.316,116.068,25.82,31.635,37.423,61.325,27.683,86.142,5.378,60.725,61.823,-29.272,22.305,45.963,26.692,23.751,-4.055,23.751,63.561,62.056,55.614,-3.474,-11.493,-18.493,-17.742,51.354,107.384,131.754,140.176
192.43,44.988,27.507,67.702,36.74,49.288,1.983,-17.019,-1.953,-12.164,75.676,3.565,57.2,77.962,29.358,35.491,77.796,58.199,57.122,11.581,-14.204,7.959,10.822,26.232,34.532,57.517,6.408,35.457,-1.403,59.634,46.757,21.105,30.403,112.405,21.409,33.351,34.626,66.511,30.149,84.632,1.549,56.493,58.592,-33.672,18.923,44.59,28.487,27.851,-0.202,18.481,63.432,51.479,59.935,-4.658,-38.367,-18.706,-27.286,55.324,97.994,128.953,141.435
192.64,41.97,33.809,65.552,32.005,49.218,14.373,-15.371,-9.556,-6.021,73.71,17.576,55.142,73.836,40.144,40.3,83.129,60.449,57.611,5.899,-10.92,15.937,11.638,28.298,42.418,55.898,7.571,36.846,-7.2,70.679,37.312,16.461,25.287,117.446,14.905,37.846,38.276,74.414,19.611,86.077,0.931,59.717,56.233,-30.007,14.004,48.808,23.021,21.995,9.029,14.112,65.128,53.352,51.076,-5.464,-52.391,-23.333,-25.632,55.67,109.061,133.333,132.756
192.85,38.715,39.42,65.421,26.204,51.731,17.831,-2.958,-5.68,2.334,77.22,24.082,55.269,66.438,44.702,30.714,80.042,57.17,53.036,10.062,-12.098,19.162,15.916,22.16,51.593,48.988,4.244,51.75,-10.617,69.798,43.864,15.221,20.578,113.264,14.012,33.316,40.435,84.645,21.399,84.028,-1.06,61.603,60.767,-24.185,13.867,45.69,26.261,27.76,14.845,6.487,66.274,55.636,55.381,-16.204,-40.706,-23.303,-21.028,52.516,104.833,130.857,124.603
193.06,41.83,39.173,65.132,27.087,46.998,10.215,-1.424,-2.575,13.147,86.334,32.363,57.54,66.145,49.341,29.232,72.025,49.221,53.375,6.247,-2.071,15.71,9.548,17.846,46.895,47.125,6.768,48.509,-11.724,70.726,42.353,8.375,24.934,120.177,18.507,34.531,36.033,76.798,17.058,86.717,13.89,56.183,65.801,-23.04,9.526,46.746,22.84,27.374,13.611,13.759,66.081,53.659,59.14,-10.437,-44.992,-22.865,-16.496,54.683,115.965,135.195,125.96
193.27,42.722,45.234,69.468,24.594,49.219,35.841,-1.015,0.137,19.762,80.083,43.098,57.821,73.697,43.502,19.766,67.497,46.625,51.064,11.591,5.847,21.215,21.602,10.376,43.604,51.81,5.617,41.148,-18.4,72.115,45.289,2.93,32.849,133.11,20.741,37.703,33.171,85.217,18.504,80.291,18.356,54.177,61.015,-21.623,9.785,47.266,17.269,21.288,10.162,14.665,66.556,62.365,49.434,-7.094,-64.574,-18.759,-13.917,47.271,113.62,135.165,121.083
193.48,34.358,40.433,68.213,28.448,49.171,26.667,-11.964,-6.163,18.895,82.729,38.247,53.515,68.159,39.717,13.525,65.028,42.664,49.871,14.176,5.91,27.285,14.904,13.579,46.554,53.904,8.185,39.186,-24.29,69.819,40.14,-0.418,45.223,124.544,29.412,31.119,33.47,89.768,16.914,78.269,14.464,47.368,62.059,-19.178,14.243,46.162,21.991,23.674,16.8,16.049,61.646,65.078,48.784,-11.795,-66.88,-9.302,-3.425,47.197,131.058,137.64,121.96
193.7,40.321,36.978,61.303,35.403,48.217,26.639,-18.695,2.303,19.571,78.91,36.802,49.922,66.902,40.249,10.156,66.787,37.448,54.303,17.279,7.109,28.762,13.391,14.325,44.985,41.762,10.372,36.908,-27.01,73.292,32.321,-13.566,47.868,107.601,29.252,28.781,34.56,83.462,12.512,77.235,19.13,46.514,62.585,-22.334,12.937,44.251,22.454,20.961,15.82,11.487,63.752,69.952,49.856,-11.537,-63.052,-23.31,-4.054,42.423,134.925,138.219,114.938
193.91,37.318,34.05,60.7,38.232,49.46,30.503,-15.355,8.521,29.634,66.836,34.663,53.003,68.187,42.16,10.526,69.425,29.556,60,19.006,6.948,26.992,12.475,17.843,47.642,41.077,5.616,33.31,-16.322,77.425,33.826,-32.938,48.472,120.121,25.344,31.085,39.04,78.247,8.188,77.738,16.608,41.202,65.509,-22.357,11.02,40.123,23.576,26.216,16.161,19.36,61.737,68.797,54.769,-12.072,-99.078,-27.954,3.013,41.989,125.59,140.733,103.468
194.12,27.803,38.602,58.128,42.338,51.268,29.745,-7.199,9.091,35.082,68.09,44.126,60.134,70.662,38.589,7.067,60.716,26.414,59.47,24.417,6.134,23.368,13.499,16.115,50.113,42.225,13.593,42.086,-11.532,78.417,34.021,-35.113,51.795,115.483,18.124,17.01,41.24,76.875,10.843,80.753,18.97,45.07,68.917,-23.641,7.629,44.452,23.716,19.043,19.513,27.173,61.209,70.475,45.267,-14.92,-79.641,-29.354,-4.986,36.398,117.058,131.921,108.699
194.33,26.437,32.416,62.464,34.505,51.523,27.472,-1.636,8.738,33.402,72.48,43.282,60.165,71.577,46.588,12.206,62.938,28.614,63.83,20.644,13.498,18.976,6.242,17.447,57.154,38.259,13.647,46.422,-18.495,82.515,42.146,-33.142,61.768,109.085,16.716,22.206,42.309,65.926,17.217,77.717,21.245,48.655,67.904,-12.765,6.294,47.091,25,16.579,16.554,24.863,61.054,67.927,36.787,-6.651,-75.268,-40.704,3.108,39.806,130.059,129.957,109.661
194.54,33.895,31.089,59.832,37.325,48.239,33.532,-1.933,10.559,33.765,70.685,35.642,55.796,66.322,56.631,12.783,66.504,19.893,60.584,22.739,10.221,25.821,-7.088,19.771,56.294,28.503,18.047,50.189,-13.73,86.314,47.538,-7.312,58.672,99.479,10.806,20.759,40.557,57.924,16.522,74.372,21.336,45.094,64.056,-4.79,9.291,53.277,27.705,14.758,14.267,30.403,54.611,67.277,43.245,-8.804,-83.222,-44.329,10.973,42.471,134.525,124.025,113.93
194.75,28.264,31.372,71.921,38.723,49.284,25.399,-2.485,10.797,38.966,72.496,49.338,49.469,69.367,58.562,7.608,66.213,17.415,61.308,29.094,18.56,20.823,-1.71,19.335,51.06,37.991,18.556,53.785,-12.772,85.125,42.441,-25.066,59.237,97.826,16.434,26.947,40.644,55.733,17.129,76.872,18.845,41.311,55.585,-0.52,9.943,47.728,19.505,8.318,13.835,30.958,59.991,65.249,45.161,-13.627,-39.333,-48.046,-0.332,43.268,107.929,119.854,110.702
194.96,32.431,36.419,70.801,40.257,45.084,13.05,-2.376,13.536,50.794,67.565,48.658,46.954,68.246,54.239,14.391,66.867,15.652,57.103,30.186,15.083,26.528,5.607,19.775,54.444,38.266,16.991,52.552,-12.165,86.978,29.795,-39.858,55.057,105.056,12.571,25.431,41.902,57.895,17.522,70.685,19,41.186,44.178,-5.066,7.04,51.512,17.908,-1.3,16.718,25.224,64.734,62.3,42.469,-5.386,-61.224,-56.266,8.301,44.471,112.757,125.116,109.241
195.17,32.899,34.686,67.348,39.565,50.087,17.828,-8.117,12.227,52.857,57.657,46.754,36.903,67.083,48.765,18.523,60.993,19.197,60.018,32.307,9.865,30.766,11.235,20.822,47.047,38.435,14.744,48.887,-23.133,82.167,33.959,-37.282,64.659,104.808,20.305,30.396,42.075,60.694,13.478,68.365,22.212,51.869,47.925,-4.612,3.217,48.23,8.616,-2.672,16.191,23.681,62.998,67.049,44.162,-3.689,-74.201,-58.809,16.775,42.789,110.124,123.946,108.062
195.38,24.244,35.779,64.302,45.784,49.024,24.211,-0.285,13.889,52.804,57.244,39.317,34.892,62.841,52.738,13.421,63.633,13.199,55.007,27.528,7.347,27.385,16.573,16.562,44.786,36.958,12.731,48.862,-17.541,87.612,41.219,-31.722,60.214,94.049,23.955,32.853,39.397,61.853,8.053,72.62,16.74,42.846,49.064,-3.406,3.624,40.043,7.006,10.855,11.416,24.061,59.776,59.179,46.708,-5.781,-59.662,-68.859,28.648,44.357,94.484,124.085,114.475
195.6,23.063,38.951,59.043,49.129,49.787,32.019,-5.455,17.677,53.051,49.086,37.951,35.652,66.14,48.994,1.246,66.899,25.094,50.788,28.987,0.319,31.984,8.21,6.31,42.298,43.528,13.224,49.416,-17.929,91.558,38.756,-48.886,68.373,99.834,23.012,31.123,33.413,53.754,-0.896,72.216,16.015,41.066,46.502,0.455,11.289,34.228,6.116,18.08,-1.121,20.232,64.174,53.798,42.514,-14.39,-56.184,-101.7,27.976,47.099,97.481,122.359,110.084
195.81,25.443,39.539,59.105,49.125,47.486,40.176,-7.534,21.209,47.962,49.036,42.813,34.573,72.588,50.584,-2.516,63.875,29.577,47.329,27.02,-5.102,35.37,16.9,0.988,40.928,39.733,7.61,49.805,-15.28,90.985,45.172,-54.096,66.547,102.808,18.604,28.268,32.824,46.004,-9.228,68.989,19.6,39.823,41.01,2.671,10.335,35.359,3.525,25.191,7.943,17.443,65.515,54.221,43.242,-15.888,-81.56,-133.612,29.392,42.906,99.59,119.699,112.091
196.02,27.349,32.454,59.159,51.885,43.168,43.701,-9.384,17.218,58.69,50.62,42.826,37.239,74.207,56.803,-4.094,57.55,18.992,45.833,22.274,-6.146,36.829,31.253,0.921,45.906,43.529,12.846,49.47,-27.883,96.724,41.045,-73.066,71.718,100.571,17.935,23.94,33.025,47.037,-10.795,67.317,17.387,38.186,44.927,4.02,7.715,31.754,14.748,31.605,9.395,18.456,58.38,55.267,41.876,-13.862,-78.466,-128.983,17.723,38.403,98.104,114.427,115.672
196.23,29.863,34.876,55.038,53.839,44.303,39.009,-8.902,15.545,55.01,61.547,42.953,34.531,72.768,46.82,-1.19,56.37,26.018,44.352,23.14,-5.706,46.191,32.311,-3.393,47.085,36.525,16.85,47.074,-19.344,93.455,49.004,-58.698,69.858,103.677,16.825,16.707,38.283,50.921,-12.368,65.92,14.371,33.319,46.078,6.577,9.771,37.208,11.262,30.197,4.937,32.015,46.828,61.918,41.535,-10.919,-111.587,-152.775,24.551,38.078,95.701,121.588,107.347
196.44,23.201,33.693,52.029,52.986,41.628,40.533,-2.477,20.425,50.353,51.351,50.204,34.866,69.098,43.677,1.55,54.604,26.621,46.848,16.675,-4.894,42.498,35.5,-6.9,43.071,33.19,18.894,47.212,-34.78,86.788,44.245,-59.615,65.731,100.652,19.017,11.717,37.927,47.754,-14.864,64.312,17.216,21.024,46.982,4.819,17.735,31.548,21.405,25.611,6.035,36.919,40.526,53.109,38.101,-4.509,-77.34,-143.241,16.741,45.667,98.759,122.816,103.412
196.65,24.181,33.767,45.267,52.817,37.926,40.074,-1.195,19.132,44.786,46.319,50.68,34.487,71.937,48.935,8.503,51.731,32.672,44.929,21.337,-3.277,38.873,37.045,-6.966,42.7,30.744,18.941,53.151,-26.369,80.15,41.414,-54.782,73.173,94.059,19.774,10.74,26.969,50.358,-9.431,65.165,16.544,22.566,54.602,6.55,20.889,26.476,25.035,18.661,-0.174,42.557,43.224,53.594,24.88,2.111,-86.839,-160.55,16.811,41.825,96.37,125.258,96.147
196.86,28.656,34.95,41.822,57.143,32.79,36.89,2.265,25.795,54.554,41.254,54.315,38.438,72.426,43.933,14.421,54.494,30.306,44.151,22.784,1.09,40.784,40.197,-0.739,50.105,26.324,15.495,55.268,-27.856,78.44,39.34,-37.668,79.324,98.468,17.671,7.036,20.753,51.606,-9.537,62.931,22.056,27.675,54.523,8.17,21.481,26.822,21.119,28.278,-8.474,37.788,40.824,54.638,15.936,-1.869,-67.666,-159.279,11.097,35.781,101.237,125.769,92.005
197.07,27.319,38.356,41.894,53.874,37.262,37.815,-0.442,27.692,62.375,43.034,59.658,43.383,75.645,39.222,15.795,61.18,33.44,42.052,20.429,5.953,40.511,40.273,-4.003,51.857,30.09,10.378,57.653,-33.785,74.084,45.316,-46.132,68.532,108.085,15.497,11.309,19.141,43.364,-1.867,57.75,25.031,26.482,58.27,10.035,18.088,24.468,21.962,34.655,-15.752,32.781,43.333,53.903,16.094,-7.204,-71.181,-160.356,9.848,36.986,101.552,126.097,90.32
197.28,24.559,42.826,44.133,56.303,32.888,45.192,6.917,32.115,67.179,46.918,52.34,39.675,71.166,43.093,15.496,59.793,43.632,44.185,20.038,11.707,37.916,41.379,-3.547,51.532,31.912,12.995,57,-37.138,80.027,36.856,-52.986,71.436,105.769,24.344,14.72,15.842,41.634,-8.738,61.335,27.304,27.85,51.363,14.376,16.814,21.832,15.364,36.502,-16.461,38.551,43.229,52.714,19.281,-9.095,-82.215,-135.976,2.574,41.537,95.391,132.418,90.624
197.5,24.502,44.412,49.747,53.302,35.621,43.522,1.769,33.348,63.435,53.257,62.339,42.298,66.85,52.709,15.662,60.526,38.055,43.93,23.17,9.643,29.783,44.692,-3.002,46.342,31.226,13.616,49.145,-37.5,66.525,32.453,-52.004,70.061,108.923,22.288,19.257,18.97,41.716,-3.12,59.652,32.317,29.604,57.802,4.007,11.089,34.134,17.191,47.348,-26.507,31.274,40.629,57.702,6.474,-9.787,-63.246,-130.319,-11.245,49.403,100,132.014,90.83
197.71,25.317,44.481,43.509,50.835,31.997,41.385,2.861,28.771,58.535,55.914,66.681,44.562,62.873,55.493,15.181,63.403,34.79,44.906,22.37,6.318,25.187,37.128,-0.383,37.524,22.84,18.269,41.6,-59.576,61.106,36.868,-50.607,68.526,100.725,22.461,17.666,13.052,38.462,-7.155,53.314,33.272,31.553,62.584,0.906,14.357,36.926,17.383,47.805,-20.927,30.991,52.906,52.849,5.901,2.36,-64.542,-115.612,-10.621,54.99,107.329,135.372,93.671
197.92,16.106,43.077,37.959,52.432,35.698,42.206,13.284,32.501,69.594,51.891,72.886,46.862,57.015,61.715,17.494,70.052,42.195,49.434,12.81,4.321,19.628,36.729,4.315,39.458,19.068,18.061,41.914,-66.545,57.728,33.051,-48.585,68.773,99.119,29.177,22.021,15.233,39.464,-6.989,52.706,34.261,32.739,56.367,-4.944,16.001,35.484,13.347,49.393,-17.687,32.03,58.157,44.423,-10.781,2.955,-73.631,-103.473,-6.731,53.873,103.267,133.782,86.718
198.13,15.099,38.969,43.574,54.498,38.262,43.883,7.104,29.073,81.878,55.838,74.773,56.981,59.563,60.148,14.801,69.995,38.64,52.775,15.25,4.021,15.767,27.041,9.763,39.649,24.385,17.916,38.537,-45.154,64.822,29.491,-35.578,75.286,102.507,27.508,27.177,5.858,33.675,-9.953,54.636,33.535,28.482,51.407,-8.569,16.637,38.58,9.904,43.044,-20.651,33.247,61.915,39.769,-6.13,1.504,-100.576,-100.565,-23.871,60.386,102.045,132.586,81.932
198.34,19.21,37.958,42.729,50.923,39.418,34.967,7.94,25.921,79.904,57.086,78.461,49.574,64.488,56.186,9.28,71.3,31.522,54.297,24.757,8.158,8.419,31.013,11.603,39.267,22.443,21.5,31.825,-37.304,62.669,30.543,-36.891,69.941,94.764,27.81,21.372,4.971,25.684,-5.251,52.733,33.677,25.66,51.98,-8.063,17.495,25.69,14.205,37.616,-8.578,26.813,54.596,41.522,-7.41,-5.828,-88.658,-94.438,-22.183,55.3,103.991,133.769,77.577
198.55,27.145,40.604,40.994,49.3,39.156,29.236,11.902,30.746,81.991,51.832,73.77,52.405,64.724,56.533,8.057,68.005,38.042,53.389,31.879,9.976,9.579,33.045,22.923,36.584,20.026,22.119,30.858,-44.913,61.059,37.679,-29.047,75.983,97.227,32.336,21.726,-2.243,27.499,-5.956,52.498,39.251,25.454,54.492,-4.279,16.055,25.945,7.372,32.21,-8.457,25.162,49.446,41.697,-3.873,-6.552,-88.791,-108.267,-28.035,53.822,96.968,125.808,76.485
198.76,29.024,35.77,48.413,51.41,40.051,25.288,14.291,31.509,86.045,58.249,74.438,49.134,64.508,50.963,11.78,66.971,40.197,53.063,30.628,8.905,9.663,28.539,31.794,36.392,19.264,23.662,27.792,-49.263,61.9,38.958,-21.815,67.751,95.074,27.45,21.053,-8.356,27.146,-1.236,49.814,36.343,21.64,54.138,-0.382,5.875,24.777,7.533,37.864,8.348,30.853,46.487,49.913,-10.807,-8.09,-111.002,-112.422,-19.216,54.835,101.858,131.708,84.429
198.97,26.466,31.081,51.889,51.983,38.28,30.296,5.512,30.705,75.856,60.154,83.967,49.025,66.883,48.286,16.312,66.667,31.517,53.229,30.483,10.673,7.74,25.703,25.707,32.621,7.143,23.31,31.333,-31.457,64.331,40.343,-33.305,64.441,96.76,30.796,16.507,-1.376,27.16,-6.782,52.03,33.174,21.158,51.345,2.268,9.67,22.761,3.818,39.895,9.091,33.446,42.807,52.108,0,-3.222,-92.791,-127.163,-14.464,52.906,104.028,143.675,82.821
199.18,24.093,34.519,51.776,48.744,43.171,26.401,3.507,27.985,68.032,55.483,73.121,50.817,74.354,46.32,10.972,63.126,31.438,54.642,37.558,0.373,5.135,25.686,28.826,27.885,4.062,23.442,34.674,-29.163,66.366,48.083,-31.056,60.734,90.695,30.784,15.242,-7.968,15.291,-12.371,52.722,31.143,18.197,49.648,-0.572,11.502,22.959,2.37,34.662,10.234,32.301,40.071,52.561,-12.464,-0.262,-104.012,-103.877,-13.631,53.73,114.062,145.926,86.539
199.4,20.319,37.213,50.784,52.389,35.799,27.535,2.079,30.89,75.547,62.582,68.383,49.245,68.868,46.237,13.522,59.194,30.534,58.501,34.816,-2.575,7.61,28.23,33.345,24.703,6.657,21.553,31.983,-20.84,60.129,43.254,-19.575,62.319,76.035,31.625,18.59,-6.886,9.291,-13.349,53.532,30.014,21.322,51.1,3.91,11.911,20.442,2.02,32.318,3.614,28.693,43.446,51.034,1.307,-1.096,-101.004,-104.359,-18.312,57.674,115.214,144.971,83.563
199.61,25.489,41.735,50.383,51.78,39.129,30.027,-1.391,33.663,79.481,60.904,69.705,47.41,64.747,47.511,11.379,54.239,27.273,57.618,39.829,4.343,11.107,29.995,35.875,23.912,12.212,21.836,30.766,-28.891,55.965,39.589,-32.345,56.992,78.184,27.438,14.05,-3.171,10.518,-18.779,53.513,31.892,25.868,49.954,3.722,11.433,30.964,-0.705,33.052,1.292,32.521,47.193,44.775,6.534,-1.735,-82.771,-94.189,-19.592,53.602,123.992,149.129,86.32
199.82,25.446,41.509,49.673,47.752,38.928,22.659,4.994,33.076,90.498,62.601,80.236,42.037,57.763,46.719,12.905,49.088,31.717,59.688,40.159,10.253,6.726,35.155,36.127,23.168,19.247,21.981,32.065,-40.381,55.936,42.801,-6.289,60.695,72.107,23.554,12.817,-10.098,3.014,-22.523,55.804,33.218,18.739,40.95,5.116,11.731,27.974,2.584,31.165,-1.551,42.891,43.267,41.298,3.016,5.137,-71.429,-120.013,-29.013,52.873,133.254,147.941,94.855
200.03,21.421,39.528,46.037,44.006,34.065,30.361,4.94,34.561,70.598,58.796,70.451,45.405,60.733,42.553,12.996,45.485,34.039,65.708,45.075,0.397,7.177,30.885,33.686,20.496,14.216,19.316,38.572,-41.546,71.156,40.307,-0.981,62.348,65.002,20.306,11.637,-1.124,4.422,-19.809,55.546,35.329,21.042,44.086,3.81,9.369,18.614,3.448,34.781,-12.086,45.717,40.142,38.763,15.361,5.984,-47.648,-107.18,-16.755,47.586,130.318,142.976,85.318
200.24,24.387,39.935,46.606,43.333,33.234,28.702,-2.317,39.741,80.376,62.12,67.543,40.469,52.267,43.586,3.56,40.801,33.372,64.079,46.36,-0.076,16.03,31.366,35.564,19.931,2.816,22.118,37.137,-36.396,64.145,48.767,6.088,52.77,62.724,17.239,5.627,5.776,2.594,-22.892,49.201,36.582,19.392,41.205,7.074,13.89,21.991,8.196,40.43,-12.745,46.55,41.914,42.293,13.158,2.774,-45.496,-92.303,-11.338,50.62,138.951,146.077,88.687
200.45,27.295,41.056,42.317,42.554,34.151,34.814,3.705,31.574,72.056,66.279,78.268,35.006,47.066,44.67,7.772,37.797,26.384,67.017,54.109,-4.359,5.435,35.691,36.041,22.676,2.866,23.947,44.366,-17.989,62.664,45.65,1.055,46.89,63.652,22.952,7.943,4.618,-5.828,-25.444,50.101,39.916,16.619,47.396,10.75,17.507,15.09,15.02,44.203,-10.611,38.363,38.437,45.84,12.204,-0.089,-35.269,-111.328,-8.457,45.881,145.132,147.888,92.61
200.66,32.754,37.619,46.427,39.65,32.764,33.662,7.308,37.954,77.994,57.297,77.891,42.133,49.009,48.612,14.975,39.901,27.025,63.886,57.349,21.87,6.601,31.383,34.118,26.242,-4.308,21.886,47.204,-14.32,57.077,45.371,1.5,38.643,63.453,24.06,10.448,4.261,5.309,-33.67,52.179,37.097,13.59,46.904,12.521,17.823,16.513,14.07,40.224,-8.088,35.857,40.388,44.954,9.209,3.281,-23.84,-128.041,-9.006,46.966,134.256,146.981,91.161
200.87,34.354,37.322,44.562,34.957,31.103,35.287,10.554,37.262,75.23,51.195,69.925,37.524,46.302,50.144,17.01,36.639,20.23,66.529,62.527,26.801,12.783,30.708,31.48,19.922,-2.424,27.343,50.177,-18.665,44.807,54.451,-4.716,34.896,62.479,19.754,17.928,9.649,-2.851,-28.603,51.342,40.109,5.604,42.329,15.201,18.779,12.602,10.983,34.502,-9.501,42.139,40.553,40.827,8.267,-0.694,-27.39,-130.73,-0.333,50.485,122.545,148.719,92.73
201.08,29.899,43.976,43.175,35.594,29.683,32.51,20.561,39.062,76.003,50.156,62.726,36.116,44.93,52.886,20.352,34.25,16.862,66.864,53.439,27.218,11.527,32.396,26.584,16.935,-10.929,37.511,54.825,-13.187,47.257,61.679,15.368,29.556,60.848,18.11,14.37,11.436,-4.767,-28.706,52.958,39.342,10.052,40.564,20.79,18.026,9.965,10.543,31.99,-8.509,38.944,38.682,47.851,11.754,-6.368,-30.255,-106.242,-8.274,46.73,130.535,159.473,97.605
201.29,23.019,37.153,46.144,36.524,32.383,34.187,21.074,46.021,69.58,48.213,54.813,27.588,49.043,46.56,23.372,25.352,11.599,63.044,61.154,38.724,11.788,32.942,24.246,19.972,-13.293,25.012,51.793,-22.462,32.743,57.386,22.115,34.02,59.95,21.748,10.14,12.763,5.065,-25.774,57.891,40.922,7.124,41.517,20.722,19.841,4.58,11.904,31.377,-3.839,45.155,34.325,46.675,17.292,-7.092,-25.083,-83.239,-17.944,45.235,124.461,164.336,100.676
201.5,21.819,34.74,46.518,37.78,24.573,31.941,18.761,48.13,69.725,44.239,46.632,24.515,55.312,43.204,26.298,27.489,11.416,62.649,54.941,41.78,9.703,36.538,26.68,20.316,-8.656,23.56,47.472,-21.282,26.931,51.215,15.466,40.608,62.951,19.884,15.038,5.041,-16.095,-32.212,59.936,39.363,-1.751,41.868,22.211,13.438,14.664,5.246,35.776,6.033,43.653,28.67,46.197,7.975,-4.86,-24.136,-70.273,-21.429,45.883,128.881,167.062,107.377
201.72,26.931,33.633,48.637,33.647,24.419,31.751,20.345,46.573,55.191,44.939,42.755,13.911,48.466,42.863,29.617,23.453,14.369,64.621,50.799,34.344,14.568,34.839,30.602,16.079,-6.623,18.826,43.367,-13.465,21.024,48.507,20.099,37.431,56.566,17.589,16.544,9.012,-33.809,-32.651,61.281,37.083,1.782,43.159,22.52,15.137,18.186,11.858,34.182,1.565,51.724,27.923,44.826,2.085,-5.954,-17.789,-82.241,-23.269,47.738,128.937,171.254,97.094
201.93,33.3,28.743,48.948,38.559,22.601,29.58,19.392,50.382,41.579,45.269,34.706,15.584,44.737,42.659,32.348,25.708,11.648,62.32,56.62,27.733,9.996,32.937,32.117,16.624,-4.79,23.005,44.537,-22.959,22.819,46.667,21.831,30.487,55.877,13.841,15.684,15.593,-39.904,-44.616,62.417,40.275,3.026,46.859,24.135,12.165,15.767,12.335,30.352,7.621,63.247,30.799,41.425,6.909,-9.037,-13.439,-78.889,-14.625,49.12,128.64,170.17,104.709
202.14,35.631,27.536,45.615,40.781,22.893,34.785,24.721,52.05,32.214,42.134,33.503,25.136,44.624,45.185,32.203,23.553,11.968,65.386,57.853,28.731,9.804,40.947,27.425,16.946,-8.843,21.825,47.825,-14.144,28.329,50.651,18.037,33.594,57.023,13.128,15.903,17.974,-24.897,-39.909,59.5,40.139,12.168,53.902,20.154,11.573,12.644,10.088,27.221,9.887,65.876,33.411,36.538,5.327,-5.41,-17.447,-88.882,-14.976,49.496,127.499,168.517,104.426
202.35,35.929,27.372,45.79,40.321,21.059,38.937,25.642,47.193,28.847,43.87,40.194,36.97,46.378,45.923,28.06,17.72,13.785,61.983,56.018,34.641,7.472,38.683,26.836,13.373,3.461,27.427,47.082,-6.26,25.777,52.692,16.212,31.558,64.333,3.678,18.9,18.501,-27.072,-35.836,60.714,40.4,10.174,49.577,17.148,8.681,12.567,9.936,27.242,10.499,72.469,26.873,31.598,7.443,-4.984,-16.608,-87.574,-15.763,52.363,127.205,174.732,118.093
